surface	reading	category	pos	priority	reason	reference
下処理	したしょり	general	名詞	20	一般語の見出しとして読み「したしょり」と下準備の用法を確認	実用日本語表現辞典（Weblio）: https://www.weblio.jp/content/%E4%B8%8B%E5%87%A6%E7%90%86
